"","Date","ID","Breed","Sex","BirthDate","Age","Weight"
"32506",2020-02-27,51,"composite","female",2018-11-17,468,304.73
"32507",2020-02-27,21,"Brahman","male",2018-09-18,528,313.28
"32508",2020-02-27,12,"Belmont Red","female",2018-12-27,428,269.25
"32509",2020-02-27,37,"Brahman","female",2019-01-03,421,276.66
"32510",2020-02-27,24,"Brahman","male",2018-09-04,542,334.69
"32511",2020-02-27,49,"composite","male",2018-12-24,431,258.46
"32512",2020-02-27,13,"Belmont Red","female",2019-01-08,416,255.25
"32513",2020-02-27,9,"Belmont Red","male",2019-01-13,411,225.48
"32514",2020-02-27,27,"Brahman","male",2018-09-22,524,313.28
"32515",2020-02-27,32,"Brahman","female",2018-12-20,435,279.71
"32516",2020-02-27,42,"composite","male",2018-10-31,485,285.38
"32517",2020-02-27,54,"composite","female",2018-09-28,518,342.54
"32518",2020-02-27,57,"composite","female",2018-09-12,534,346.7
"32519",2020-02-27,39,"Brahman","female",2018-10-20,496,336.45
"32520",2020-02-27,34,"Brahman","female",2018-09-26,520,349.21
"32521",2020-02-28,51,"composite","female",2018-11-17,469,304.73
"32522",2020-02-28,28,"Brahman","male",2018-12-16,440,247.37
"32523",2020-02-28,26,"Brahman","male",2018-12-31,425,246.64
"32524",2020-02-28,9,"Belmont Red","male",2019-01-13,412,225.48
"32525",2020-02-28,45,"composite","male",2018-12-16,440,260.01
"32526",2020-02-28,14,"Belmont Red","female",2018-09-05,542,355.45
"32527",2020-02-28,34,"Brahman","female",2018-09-26,521,353.37
"32528",2020-02-28,17,"Belmont Red","female",2019-01-29,396,235.79
"32529",2020-02-28,33,"Brahman","female",2018-11-17,469,310.92
"32530",2020-02-28,6,"Belmont Red","male",2019-01-15,410,225.48
"32531",2020-02-28,10,"Belmont Red","male",2018-12-17,439,238.13
"32532",2020-02-28,40,"Brahman","female",2018-11-15,471,317.27
"32533",2020-02-28,27,"Brahman","male",2018-09-22,525,313.28
"32534",2020-02-28,57,"composite","female",2018-09-12,535,346.7
"32535",2020-02-28,19,"Belmont Red","female",2018-11-03,483,316.7
"32536",2020-02-28,41,"composite","male",2019-01-24,401,243.72
"32537",2020-02-28,42,"composite","male",2018-10-31,486,284.02
"32538",2020-02-28,55,"composite","female",2018-09-26,521,346.7
"32539",2020-02-28,13,"Belmont Red","female",2019-01-08,417,257.11
"32540",2020-02-28,30,"Brahman","male",2018-12-11,445,248.52
"32541",2020-02-28,16,"Belmont Red","female",2018-10-17,500,323.69
"32542",2020-02-28,37,"Brahman","female",2019-01-03,422,276.66
"32543",2020-02-28,3,"Belmont Red","male",2018-09-26,521,300.77
"32544",2020-02-28,24,"Brahman","male",2018-09-04,543,334.69
"32545",2020-02-28,29,"Brahman","male",2019-01-30,395,209.09
"32546",2020-02-28,49,"composite","male",2018-12-24,432,258.46
"32547",2020-02-28,12,"Belmont Red","female",2018-12-27,429,269.25
"32548",2020-02-28,60,"composite","female",2018-10-27,490,329.72
"32549",2020-02-28,7,"Belmont Red","male",2018-11-08,478,248.3
"32550",2020-02-28,54,"composite","female",2018-09-28,519,342.54
"32551",2020-02-28,36,"Brahman","female",2018-12-14,442,287.81
"32552",2020-02-28,35,"Brahman","female",2019-01-08,417,262.24
"32553",2020-02-28,22,"Brahman","male",2018-09-26,521,313.28
"32554",2020-02-28,5,"Belmont Red","male",2018-12-02,454,237.08
"32555",2020-02-28,48,"composite","male",2019-01-25,400,243.72
"32556",2020-02-28,21,"Brahman","male",2018-09-18,529,313.28
"32557",2020-02-28,59,"composite","female",2018-11-14,472,311.09
"32558",2020-02-28,18,"Belmont Red","female",2018-12-12,444,276.44
"32559",2020-02-28,53,"composite","female",2018-10-09,508,336.82
"32560",2020-02-28,39,"Brahman","female",2018-10-20,497,336.45
"32561",2020-02-28,43,"composite","male",2019-01-26,399,241.38
"32562",2020-02-28,11,"Belmont Red","female",2018-10-24,493,323.69
"32563",2020-02-28,50,"composite","male",2018-12-24,432,258.46
"32564",2020-02-28,58,"composite","female",2018-09-11,536,346.7
"32565",2020-02-28,56,"composite","female",2018-09-11,536,346.7
"32566",2020-02-28,38,"Brahman","female",2018-11-07,479,325.92
"32567",2020-02-28,47,"composite","male",2019-01-29,396,239.41
"32568",2020-02-28,25,"Brahman","male",2018-12-27,429,244.83
"32569",2020-02-28,8,"Belmont Red","male",2018-11-05,481,253.2
"32570",2020-02-28,46,"composite","male",2018-11-25,461,262.26
"32571",2020-02-28,23,"Brahman","male",2018-09-17,530,313.28
"32572",2020-02-28,1,"Belmont Red","male",2018-12-28,428,236.53
"32573",2020-02-28,2,"Belmont Red","male",2018-10-22,495,268.19
"32574",2020-02-28,20,"Belmont Red","female",2019-01-05,420,266.79
"32575",2020-02-28,44,"composite","male",2019-01-04,421,265.74
"32576",2020-02-28,32,"Brahman","female",2018-12-20,436,283.95
"32577",2020-02-28,15,"Belmont Red","female",2019-01-17,408,255.25
"32578",2020-02-28,31,"Brahman","female",2018-09-11,536,353.37
"32579",2020-02-28,4,"Belmont Red","male",2018-10-24,493,268.19
"32580",2020-02-28,52,"composite","female",2018-10-07,510,339.28
"32581",2020-02-29,23,"Brahman","male",2018-09-17,531,313.28
"32582",2020-02-29,48,"composite","male",2019-01-25,401,243.72
"32583",2020-02-29,30,"Brahman","male",2018-12-11,446,248.52
"32584",2020-02-29,43,"composite","male",2019-01-26,400,243.72
"32585",2020-02-29,58,"composite","female",2018-09-11,537,346.7
"32586",2020-02-29,25,"Brahman","male",2018-12-27,430,243
"32587",2020-02-29,13,"Belmont Red","female",2019-01-08,418,263.82
"32588",2020-02-29,8,"Belmont Red","male",2018-11-05,482,253.2
"32589",2020-02-29,27,"Brahman","male",2018-09-22,526,313.28
"32590",2020-02-29,50,"composite","male",2018-12-24,433,258.46
"32591",2020-02-29,53,"composite","female",2018-10-09,509,336.82
"32592",2020-02-29,2,"Belmont Red","male",2018-10-22,496,268.19
"32593",2020-02-29,22,"Brahman","male",2018-09-26,522,313.28
"32594",2020-02-29,60,"composite","female",2018-10-27,491,329.72
"32595",2020-02-29,33,"Brahman","female",2018-11-17,470,315.31
"32596",2020-02-29,9,"Belmont Red","male",2019-01-13,413,225.48
"32597",2020-02-29,19,"Belmont Red","female",2018-11-03,484,320.13
"32598",2020-02-29,37,"Brahman","female",2019-01-03,423,276.66
"32599",2020-02-29,20,"Belmont Red","female",2019-01-05,421,268.11
"32600",2020-02-29,7,"Belmont Red","male",2018-11-08,479,254.76
"32601",2020-02-29,41,"composite","male",2019-01-24,402,246.74
"32602",2020-02-29,36,"Brahman","female",2018-12-14,443,287.81
"32603",2020-02-29,59,"composite","female",2018-11-14,473,312.12
"32604",2020-02-29,49,"composite","male",2018-12-24,433,258.46
"32605",2020-02-29,3,"Belmont Red","male",2018-09-26,522,300.77
"32606",2020-02-29,42,"composite","male",2018-10-31,487,288.19
"32607",2020-02-29,31,"Brahman","female",2018-09-11,537,353.37
"32608",2020-02-29,29,"Brahman","male",2019-01-30,396,209.09
"32609",2020-02-29,51,"composite","female",2018-11-17,470,309.12
"32610",2020-02-29,1,"Belmont Red","male",2018-12-28,429,236.53
"32611",2020-02-29,24,"Brahman","male",2018-09-04,544,334.69
"32612",2020-02-29,5,"Belmont Red","male",2018-12-02,455,239.62
"32613",2020-02-29,40,"Brahman","female",2018-11-15,472,317.27
"32614",2020-02-29,56,"composite","female",2018-09-11,537,346.7
"32615",2020-02-29,55,"composite","female",2018-09-26,522,346.7
"32616",2020-02-29,4,"Belmont Red","male",2018-10-24,494,268.19
"32617",2020-02-29,16,"Belmont Red","female",2018-10-17,501,326.47
"32618",2020-02-29,52,"composite","female",2018-10-07,511,342.54
"32619",2020-02-29,26,"Brahman","male",2018-12-31,426,244.83
"32620",2020-02-29,34,"Brahman","female",2018-09-26,522,353.37
"32621",2020-02-29,32,"Brahman","female",2018-12-20,437,286.66
"32622",2020-02-29,14,"Belmont Red","female",2018-09-05,543,355.45
"32623",2020-02-29,21,"Brahman","male",2018-09-18,530,313.28
"32624",2020-02-29,11,"Belmont Red","female",2018-10-24,494,323.69
"32625",2020-02-29,17,"Belmont Red","female",2019-01-29,397,235.79
"32626",2020-02-29,18,"Belmont Red","female",2018-12-12,445,276.44
"32627",2020-02-29,6,"Belmont Red","male",2019-01-15,411,225.48
"32628",2020-02-29,12,"Belmont Red","female",2018-12-27,430,271.16
"32629",2020-02-29,39,"Brahman","female",2018-10-20,498,336.45
"32630",2020-02-29,57,"composite","female",2018-09-12,536,346.7
"32631",2020-02-29,45,"composite","male",2018-12-16,441,259.96
"32632",2020-02-29,44,"composite","male",2019-01-04,422,265.74
"32633",2020-02-29,28,"Brahman","male",2018-12-16,441,248.52
"32634",2020-02-29,38,"Brahman","female",2018-11-07,480,324.37
"32635",2020-02-29,54,"composite","female",2018-09-28,520,342.54
"32636",2020-02-29,15,"Belmont Red","female",2019-01-17,409,255.25
"32637",2020-02-29,47,"composite","male",2019-01-29,397,239.41
"32638",2020-02-29,46,"composite","male",2018-11-25,462,262.22
"32639",2020-02-29,35,"Brahman","female",2019-01-08,418,268.95
"32640",2020-02-29,10,"Belmont Red","male",2018-12-17,440,238.13
"32641",2020-03-01,24,"Brahman","male",2018-09-04,545,330.01
"32642",2020-03-01,45,"composite","male",2018-12-16,442,229.98
"32643",2020-03-01,37,"Brahman","female",2019-01-03,424,247.28
"32644",2020-03-01,32,"Brahman","female",2018-12-20,438,258.72
"32645",2020-03-01,39,"Brahman","female",2018-10-20,499,327.1
"32646",2020-03-01,4,"Belmont Red","male",2018-10-24,495,262.26
"32647",2020-03-01,27,"Brahman","male",2018-09-22,527,308.59
"32648",2020-03-01,8,"Belmont Red","male",2018-11-05,483,241.66
"32649",2020-03-01,11,"Belmont Red","female",2018-10-24,495,317.77
"32650",2020-03-01,20,"Belmont Red","female",2019-01-05,422,242.15
"32651",2020-03-01,54,"composite","female",2018-09-28,521,341.46
"32652",2020-03-01,51,"composite","female",2018-11-17,471,283.81
"32653",2020-03-01,25,"Brahman","male",2018-12-27,431,215.6
"32654",2020-03-01,60,"composite","female",2018-10-27,492,319.82
"32655",2020-03-01,22,"Brahman","male",2018-09-26,523,308.59
"32656",2020-03-01,34,"Brahman","female",2018-09-26,523,348.69
"32657",2020-03-01,42,"composite","male",2018-10-31,488,277.21
"32658",2020-03-01,30,"Brahman","male",2018-12-11,447,219.1
"32659",2020-03-01,29,"Brahman","male",2019-01-30,397,196.82
"32660",2020-03-01,14,"Belmont Red","female",2018-09-05,544,354.18
"32661",2020-03-01,9,"Belmont Red","male",2019-01-13,414,204.96
"32662",2020-03-01,21,"Brahman","male",2018-09-18,531,308.59
"32663",2020-03-01,55,"composite","female",2018-09-26,523,341.46
"32664",2020-03-01,57,"composite","female",2018-09-12,537,341.46
"32665",2020-03-01,16,"Belmont Red","female",2018-10-17,502,325.53
"32666",2020-03-01,41,"composite","male",2019-01-24,403,230.29
"32667",2020-03-01,47,"composite","male",2019-01-29,398,227.2
"32668",2020-03-01,48,"composite","male",2019-01-25,402,230.29
"32669",2020-03-01,26,"Brahman","male",2018-12-31,427,217.43
"32670",2020-03-01,49,"composite","male",2018-12-24,434,230.5
"32671",2020-03-01,5,"Belmont Red","male",2018-12-02,456,215.29
"32672",2020-03-01,2,"Belmont Red","male",2018-10-22,497,262.26
"32673",2020-03-01,1,"Belmont Red","male",2018-12-28,430,210.72
"32674",2020-03-01,44,"composite","male",2019-01-04,423,234.45
"32675",2020-03-01,59,"composite","female",2018-11-14,474,287.09
"32676",2020-03-01,38,"Brahman","female",2018-11-07,481,305.34
"32677",2020-03-01,33,"Brahman","female",2018-11-17,471,290.55
"32678",2020-03-01,3,"Belmont Red","male",2018-09-26,523,299.51
"32679",2020-03-01,13,"Belmont Red","female",2019-01-08,419,240.04
"32680",2020-03-01,23,"Brahman","male",2018-09-17,532,308.59
"32681",2020-03-01,18,"Belmont Red","female",2018-12-12,446,251.92
"32682",2020-03-01,40,"Brahman","female",2018-11-15,473,293.83
"32683",2020-03-01,10,"Belmont Red","male",2018-12-17,441,211.39
"32684",2020-03-01,28,"Brahman","male",2018-12-16,442,219.1
"32685",2020-03-01,58,"composite","female",2018-09-11,538,341.46
"32686",2020-03-01,36,"Brahman","female",2018-12-14,444,259.87
"32687",2020-03-01,31,"Brahman","female",2018-09-11,538,348.69
"32688",2020-03-01,52,"composite","female",2018-10-07,512,337.29
"32689",2020-03-01,56,"composite","female",2018-09-11,538,341.46
"32690",2020-03-01,46,"composite","male",2018-11-25,463,240.3
"32691",2020-03-01,19,"Belmont Red","female",2018-11-03,485,308.71
"32692",2020-03-01,35,"Brahman","female",2019-01-08,419,245.17
"32693",2020-03-01,53,"composite","female",2018-10-09,510,330.92
"32694",2020-03-01,12,"Belmont Red","female",2018-12-27,431,248.66
"32695",2020-03-01,50,"composite","male",2018-12-24,434,230.5
"32696",2020-03-01,6,"Belmont Red","male",2019-01-15,412,204.96
"32697",2020-03-01,15,"Belmont Red","female",2019-01-17,410,236.21
"32698",2020-03-01,43,"composite","male",2019-01-26,401,227.27
"32699",2020-03-01,17,"Belmont Red","female",2019-01-29,398,226.48
"32700",2020-03-01,7,"Belmont Red","male",2018-11-08,480,236.58
"32701",2020-03-02,36,"Brahman","female",2018-12-14,445,259.87
"32702",2020-03-02,22,"Brahman","male",2018-09-26,524,308.59
"32703",2020-03-02,17,"Belmont Red","female",2019-01-29,399,226.48
"32704",2020-03-02,6,"Belmont Red","male",2019-01-15,413,204.96
"32705",2020-03-02,18,"Belmont Red","female",2018-12-12,447,251.92
"32706",2020-03-02,24,"Brahman","male",2018-09-04,546,330.01
"32707",2020-03-02,11,"Belmont Red","female",2018-10-24,496,317.77
"32708",2020-03-02,47,"composite","male",2019-01-29,399,227.2
"32709",2020-03-02,56,"composite","female",2018-09-11,539,341.46
"32710",2020-03-02,4,"Belmont Red","male",2018-10-24,496,262.26
"32711",2020-03-02,53,"composite","female",2018-10-09,511,337.29
"32712",2020-03-02,32,"Brahman","female",2018-12-20,439,258.72
"32713",2020-03-02,7,"Belmont Red","male",2018-11-08,481,236.58
"32714",2020-03-02,26,"Brahman","male",2018-12-31,428,217.43
"32715",2020-03-02,48,"composite","male",2019-01-25,403,230.29
"32716",2020-03-02,45,"composite","male",2018-12-16,443,229.98
"32717",2020-03-02,5,"Belmont Red","male",2018-12-02,457,212.54
"32718",2020-03-02,59,"composite","female",2018-11-14,475,289.91
"32719",2020-03-02,21,"Brahman","male",2018-09-18,532,308.59
"32720",2020-03-02,1,"Belmont Red","male",2018-12-28,431,210.72
"32721",2020-03-02,28,"Brahman","male",2018-12-16,443,219.1
"32722",2020-03-02,31,"Brahman","female",2018-09-11,539,348.69
"32723",2020-03-02,52,"composite","female",2018-10-07,513,337.29
"32724",2020-03-02,55,"composite","female",2018-09-26,524,341.46
"32725",2020-03-02,12,"Belmont Red","female",2018-12-27,432,248.66
"32726",2020-03-02,3,"Belmont Red","male",2018-09-26,524,299.51
"32727",2020-03-02,39,"Brahman","female",2018-10-20,500,327.1
"32728",2020-03-02,29,"Brahman","male",2019-01-30,398,198.3
"32729",2020-03-02,25,"Brahman","male",2018-12-27,432,215.6
"32730",2020-03-02,60,"composite","female",2018-10-27,493,319.82
"32731",2020-03-02,37,"Brahman","female",2019-01-03,425,247.28
"32732",2020-03-02,35,"Brahman","female",2019-01-08,420,247.28
"32733",2020-03-02,19,"Belmont Red","female",2018-11-03,486,313.81
"32734",2020-03-02,54,"composite","female",2018-09-28,522,341.46
"32735",2020-03-02,33,"Brahman","female",2018-11-17,472,290.55
"32736",2020-03-02,13,"Belmont Red","female",2019-01-08,420,242.15
"32737",2020-03-02,15,"Belmont Red","female",2019-01-17,411,236.21
"32738",2020-03-02,46,"composite","male",2018-11-25,464,240.3
"32739",2020-03-02,42,"composite","male",2018-10-31,489,277.21
"32740",2020-03-02,58,"composite","female",2018-09-11,539,341.46
"32741",2020-03-02,50,"composite","male",2018-12-24,435,230.5
"32742",2020-03-02,8,"Belmont Red","male",2018-11-05,484,245.65
"32743",2020-03-02,57,"composite","female",2018-09-12,538,341.46
"32744",2020-03-02,30,"Brahman","male",2018-12-11,448,219.1
"32745",2020-03-02,16,"Belmont Red","female",2018-10-17,503,326.36
"32746",2020-03-02,43,"composite","male",2019-01-26,402,230.29
"32747",2020-03-02,14,"Belmont Red","female",2018-09-05,545,354.18
"32748",2020-03-02,51,"composite","female",2018-11-17,472,283.81
"32749",2020-03-02,2,"Belmont Red","male",2018-10-22,498,262.26
"32750",2020-03-02,38,"Brahman","female",2018-11-07,482,305.34
"32751",2020-03-02,44,"composite","male",2019-01-04,424,234.45
"32752",2020-03-02,49,"composite","male",2018-12-24,435,230.5
"32753",2020-03-02,9,"Belmont Red","male",2019-01-13,415,204.96
"32754",2020-03-02,27,"Brahman","male",2018-09-22,528,308.59
"32755",2020-03-02,23,"Brahman","male",2018-09-17,533,308.59
"32756",2020-03-02,20,"Belmont Red","female",2019-01-05,423,242.15
"32757",2020-03-02,34,"Brahman","female",2018-09-26,524,348.69
"32758",2020-03-02,41,"composite","male",2019-01-24,404,230.29
"32759",2020-03-02,10,"Belmont Red","male",2018-12-17,442,211.39
"32760",2020-03-02,40,"Brahman","female",2018-11-15,474,293.83
"32761",2020-03-03,50,"composite","male",2018-12-24,436,228.44
"32762",2020-03-03,36,"Brahman","female",2018-12-14,446,259.87
"32763",2020-03-03,32,"Brahman","female",2018-12-20,440,258.72
"32764",2020-03-03,45,"composite","male",2018-12-16,444,229.98
"32765",2020-03-03,9,"Belmont Red","male",2019-01-13,416,204.96
"32766",2020-03-03,20,"Belmont Red","female",2019-01-05,424,242.15
"32767",2020-03-03,57,"composite","female",2018-09-12,539,341.46
"32768",2020-03-03,12,"Belmont Red","female",2018-12-27,433,248.66
"32769",2020-03-03,47,"composite","male",2019-01-29,400,227.27
"32770",2020-03-03,34,"Brahman","female",2018-09-26,525,348.69
"32771",2020-03-03,11,"Belmont Red","female",2018-10-24,497,317.77
"32772",2020-03-03,33,"Brahman","female",2018-11-17,473,293.83
"32773",2020-03-03,21,"Brahman","male",2018-09-18,533,308.59
"32774",2020-03-03,27,"Brahman","male",2018-09-22,529,308.59
"32775",2020-03-03,16,"Belmont Red","female",2018-10-17,504,326.36
"32776",2020-03-03,52,"composite","female",2018-10-07,514,337.29
"32777",2020-03-03,22,"Brahman","male",2018-09-26,525,308.59
"32778",2020-03-03,59,"composite","female",2018-11-14,476,289.91
"32779",2020-03-03,48,"composite","male",2019-01-25,404,230.29
"32780",2020-03-03,14,"Belmont Red","female",2018-09-05,546,354.18
"32781",2020-03-03,49,"composite","male",2018-12-24,436,228.44
"32782",2020-03-03,17,"Belmont Red","female",2019-01-29,400,228.17
"32783",2020-03-03,43,"composite","male",2019-01-26,403,230.29
"32784",2020-03-03,3,"Belmont Red","male",2018-09-26,525,299.51
"32785",2020-03-03,5,"Belmont Red","male",2018-12-02,458,212.54
"32786",2020-03-03,54,"composite","female",2018-09-28,523,341.46
"32787",2020-03-03,44,"composite","male",2019-01-04,425,234.45
"32788",2020-03-03,51,"composite","female",2018-11-17,473,287.09
"32789",2020-03-03,58,"composite","female",2018-09-11,540,344.19
"32790",2020-03-03,13,"Belmont Red","female",2019-01-08,421,242.15
"32791",2020-03-03,19,"Belmont Red","female",2018-11-03,487,315.63
"32792",2020-03-03,1,"Belmont Red","male",2018-12-28,432,210.72
"32793",2020-03-03,42,"composite","male",2018-10-31,490,277.21
"32794",2020-03-03,28,"Brahman","male",2018-12-16,444,219.1
"32795",2020-03-03,30,"Brahman","male",2018-12-11,449,219.1
"32796",2020-03-03,41,"composite","male",2019-01-24,405,230.29
"32797",2020-03-03,55,"composite","female",2018-09-26,525,341.46
"32798",2020-03-03,39,"Brahman","female",2018-10-20,501,329.88
"32799",2020-03-03,25,"Brahman","male",2018-12-27,433,215.6
"32800",2020-03-03,4,"Belmont Red","male",2018-10-24,497,262.26
"32801",2020-03-03,7,"Belmont Red","male",2018-11-08,482,236.58
"32802",2020-03-03,35,"Brahman","female",2019-01-08,421,247.28
"32803",2020-03-03,2,"Belmont Red","male",2018-10-22,499,262.26
"32804",2020-03-03,56,"composite","female",2018-09-11,540,344.19
"32805",2020-03-03,40,"Brahman","female",2018-11-15,475,296.64
"32806",2020-03-03,6,"Belmont Red","male",2019-01-15,414,204.96
"32807",2020-03-03,15,"Belmont Red","female",2019-01-17,412,236.21
"32808",2020-03-03,53,"composite","female",2018-10-09,512,337.29
"32809",2020-03-03,23,"Brahman","male",2018-09-17,534,308.59
"32810",2020-03-03,18,"Belmont Red","female",2018-12-12,448,251.92
"32811",2020-03-03,38,"Brahman","female",2018-11-07,483,310.42
"32812",2020-03-03,29,"Brahman","male",2019-01-30,399,198.3
"32813",2020-03-03,46,"composite","male",2018-11-25,465,240.3
"32814",2020-03-03,8,"Belmont Red","male",2018-11-05,485,249.83
"32815",2020-03-03,37,"Brahman","female",2019-01-03,426,251.88
"32816",2020-03-03,60,"composite","female",2018-10-27,494,319.82
"32817",2020-03-03,10,"Belmont Red","male",2018-12-17,443,211.39
"32818",2020-03-03,31,"Brahman","female",2018-09-11,540,351.43
"32819",2020-03-03,26,"Brahman","male",2018-12-31,429,217.43
"32820",2020-03-03,24,"Brahman","male",2018-09-04,547,330.01
"32821",2020-03-04,19,"Belmont Red","female",2018-11-03,488,317.77
"32822",2020-03-04,26,"Brahman","male",2018-12-31,430,215.6
"32823",2020-03-04,16,"Belmont Red","female",2018-10-17,505,326.36
"32824",2020-03-04,13,"Belmont Red","female",2019-01-08,422,242.15
"32825",2020-03-04,3,"Belmont Red","male",2018-09-26,526,299.51
"32826",2020-03-04,14,"Belmont Red","female",2018-09-05,547,354.18
"32827",2020-03-04,18,"Belmont Red","female",2018-12-12,449,251.92
"32828",2020-03-04,38,"Brahman","female",2018-11-07,484,313.86
"32829",2020-03-04,25,"Brahman","male",2018-12-27,434,215.6
"32830",2020-03-04,44,"composite","male",2019-01-04,426,232.34
"32831",2020-03-04,51,"composite","female",2018-11-17,474,287.09
"32832",2020-03-04,7,"Belmont Red","male",2018-11-08,483,241.66
"32833",2020-03-04,55,"composite","female",2018-09-26,526,341.46
"32834",2020-03-04,36,"Brahman","female",2018-12-14,447,259.87
"32835",2020-03-04,10,"Belmont Red","male",2018-12-17,444,211.39
"32836",2020-03-04,56,"composite","female",2018-09-11,541,344.19
"32837",2020-03-04,48,"composite","male",2019-01-25,405,230.29
"32838",2020-03-04,8,"Belmont Red","male",2018-11-05,486,254.93
"32839",2020-03-04,60,"composite","female",2018-10-27,495,319.82
"32840",2020-03-04,5,"Belmont Red","male",2018-12-02,459,215.68
"32841",2020-03-04,47,"composite","male",2019-01-29,401,227.27
"32842",2020-03-04,39,"Brahman","female",2018-10-20,502,334.87
"32843",2020-03-04,4,"Belmont Red","male",2018-10-24,498,262.26
"32844",2020-03-04,11,"Belmont Red","female",2018-10-24,498,317.77
"32845",2020-03-04,50,"composite","male",2018-12-24,437,230.03
"32846",2020-03-04,32,"Brahman","female",2018-12-20,441,259.87
"32847",2020-03-04,59,"composite","female",2018-11-14,477,291.7
"32848",2020-03-04,6,"Belmont Red","male",2019-01-15,415,204.96
"32849",2020-03-04,29,"Brahman","male",2019-01-30,400,201.8
"32850",2020-03-04,52,"composite","female",2018-10-07,515,337.29
"32851",2020-03-04,20,"Belmont Red","female",2019-01-05,425,242.15
"32852",2020-03-04,23,"Brahman","male",2018-09-17,535,308.59
"32853",2020-03-04,46,"composite","male",2018-11-25,466,245.32
"32854",2020-03-04,49,"composite","male",2018-12-24,437,230.03
"32855",2020-03-04,24,"Brahman","male",2018-09-04,548,330.01
"32856",2020-03-04,17,"Belmont Red","female",2019-01-29,401,228.17
"32857",2020-03-04,30,"Brahman","male",2018-12-11,450,219.1
"32858",2020-03-04,58,"composite","female",2018-09-11,541,344.19
"32859",2020-03-04,53,"composite","female",2018-10-09,513,337.29
"32860",2020-03-04,54,"composite","female",2018-09-28,524,341.46
"32861",2020-03-04,40,"Brahman","female",2018-11-15,476,296.64
"32862",2020-03-04,45,"composite","male",2018-12-16,445,229.98
"32863",2020-03-04,43,"composite","male",2019-01-26,404,230.29
"32864",2020-03-04,28,"Brahman","male",2018-12-16,445,219.1
"32865",2020-03-04,27,"Brahman","male",2018-09-22,530,308.59
"32866",2020-03-04,9,"Belmont Red","male",2019-01-13,417,206.81
"32867",2020-03-04,42,"composite","male",2018-10-31,491,277.21
"32868",2020-03-04,33,"Brahman","female",2018-11-17,474,293.83
"32869",2020-03-04,41,"composite","male",2019-01-24,406,230.29
"32870",2020-03-04,35,"Brahman","female",2019-01-08,422,247.28
"32871",2020-03-04,37,"Brahman","female",2019-01-03,427,251.88
"32872",2020-03-04,21,"Brahman","male",2018-09-18,534,308.59
"32873",2020-03-04,22,"Brahman","male",2018-09-26,526,308.59
"32874",2020-03-04,2,"Belmont Red","male",2018-10-22,500,262.26
"32875",2020-03-04,12,"Belmont Red","female",2018-12-27,434,248.66
"32876",2020-03-04,1,"Belmont Red","male",2018-12-28,433,210.72
"32877",2020-03-04,15,"Belmont Red","female",2019-01-17,413,236.21
"32878",2020-03-04,34,"Brahman","female",2018-09-26,526,348.69
"32879",2020-03-04,57,"composite","female",2018-09-12,540,344.19
"32880",2020-03-04,31,"Brahman","female",2018-09-11,541,351.43
"32881",2020-03-05,30,"Brahman","male",2018-12-11,451,219.1
"32882",2020-03-05,38,"Brahman","female",2018-11-07,485,318.05
"32883",2020-03-05,33,"Brahman","female",2018-11-17,475,296.64
"32884",2020-03-05,42,"composite","male",2018-10-31,492,277.21
"32885",2020-03-05,26,"Brahman","male",2018-12-31,431,215.6
"32886",2020-03-05,36,"Brahman","female",2018-12-14,448,259.87
"32887",2020-03-05,48,"composite","male",2019-01-25,406,230.29
"32888",2020-03-05,58,"composite","female",2018-09-11,542,356.28
"32889",2020-03-05,37,"Brahman","female",2019-01-03,428,251.88
"32890",2020-03-05,52,"composite","female",2018-10-07,516,337.29
"32891",2020-03-05,7,"Belmont Red","male",2018-11-08,484,245.65
"32892",2020-03-05,49,"composite","male",2018-12-24,438,230.03
"32893",2020-03-05,13,"Belmont Red","female",2019-01-08,423,242.15
"32894",2020-03-05,60,"composite","female",2018-10-27,496,319.82
"32895",2020-03-05,43,"composite","male",2019-01-26,405,230.29
"32896",2020-03-05,34,"Brahman","female",2018-09-26,527,348.69
"32897",2020-03-05,45,"composite","male",2018-12-16,446,229.98
"32898",2020-03-05,27,"Brahman","male",2018-09-22,531,308.59
"32899",2020-03-05,25,"Brahman","male",2018-12-27,435,215.6
"32900",2020-03-05,22,"Brahman","male",2018-09-26,527,308.59
"32901",2020-03-05,21,"Brahman","male",2018-09-18,535,308.59
"32902",2020-03-05,40,"Brahman","female",2018-11-15,477,298.44
"32903",2020-03-05,47,"composite","male",2019-01-29,402,230.29
"32904",2020-03-05,5,"Belmont Red","male",2018-12-02,460,215.68
"32905",2020-03-05,14,"Belmont Red","female",2018-09-05,548,354.18
"32906",2020-03-05,59,"composite","female",2018-11-14,478,291.7
"32907",2020-03-05,57,"composite","female",2018-09-12,541,344.19
"32908",2020-03-05,10,"Belmont Red","male",2018-12-17,445,211.39
"32909",2020-03-05,9,"Belmont Red","male",2019-01-13,418,208.79
"32910",2020-03-05,39,"Brahman","female",2018-10-20,503,335.69
"32911",2020-03-05,16,"Belmont Red","female",2018-10-17,506,326.36
"32912",2020-03-05,51,"composite","female",2018-11-17,475,289.91
"32913",2020-03-05,31,"Brahman","female",2018-09-11,542,363.52
"32914",2020-03-05,29,"Brahman","male",2019-01-30,401,201.8
"32915",2020-03-05,53,"composite","female",2018-10-09,514,337.29
"32916",2020-03-05,41,"composite","male",2019-01-24,407,230.37
